system:index,date,dewpoint_temperature_2m,evaporation_from_bare_soil_sum,relative_humidity,surface_pressure,temperature_2m,temperature_2m_max,temperature_2m_min,total_precipitation_sum,u_component_of_wind_10m,v_component_of_wind_10m,wind_direction_deg,wind_speed_10m,.geo
20190117,2019-01-17,280.9989023365196,-9.484939512669747E-6,43.31760492303773,100697.56582269885,294.0358532042209,299.7005474182338,289.59634250300036,4.408752141886228E-7,-3.765310497946663,-2.9312286843048243,-142.84993581801882,4.812104270568384,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190118,2019-01-18,281.7514272378847,-1.0181885006766071E-5,46.66731294048419,100631.84265896451,294.01794526157335,300.3120402109991,288.20179590026396,2.574336008365208E-6,-1.2034303083270506,-1.446960234286995,-126.35672590051189,1.9162398724954002,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190119,2019-01-19,283.39072516238525,-1.1011047602416722E-5,55.81712772332592,100637.05735934369,293.55278578602025,299.92788444160726,286.85304848407685,8.52346317969932E-7,-0.5531293745940311,-0.6231322799215065,-106.5372560988187,0.9396957682731398,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190120,2019-01-20,286.4671925227576,-9.476757869188418E-6,71.63002414330678,100561.03704524027,292.99228696979685,298.49915193664793,286.87442195756876,0.010054141507602529,1.8087438996305174,-0.2888056635629043,-8.658485626267098,1.844874461089809,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190121,2019-01-21,286.5659049523155,-7.880463608661143E-6,84.75905632650925,100397.07160973593,290.07132199721826,293.0804351990165,286.3037188836936,7.126662424812956E-4,-0.7212663215733341,-1.3315163620012593,-118.3645388629426,1.522230146955117,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190122,2019-01-22,278.7662200221308,-1.430956243146915E-5,56.29322712451142,100474.1632123425,288.8187777834934,293.59428177557174,284.5827971302221,2.1577879940111616E-7,2.470648203837411,-1.27168071615919,-27.20930052575799,2.8072793079410663,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190123,2019-01-23,280.02770902437754,-1.2361025211016166E-5,60.921906616701406,100814.14077116741,289.01567050253635,294.53292016447745,283.43047961992085,1.2935359385777441E-6,-2.196307145397642,-2.0407797903357316,-137.68968019493263,3.0154621297111266,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190124,2019-01-24,280.74014408727686,-1.0144060995282533E-5,63.155746586617205,101108.66639838227,289.2143223723549,294.6859244065869,284.4437443054828,2.5789189521674416E-6,-2.640758078942184,-2.522056326878895,-137.08975140976818,3.6680321470794914,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190125,2019-01-25,282.17127486830134,-9.704394529243975E-6,67.2520460684204,101115.74347802415,289.7033042725646,294.18275705645584,284.0733978341398,1.4752664314947957E-4,-0.8004702221760088,-0.256857845927978,-33.16985672495141,1.1352857802465581,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190126,2019-01-26,285.03691242577787,-9.981970995385093E-6,74.09819398052275,101226.3059435331,290.9943278102577,295.1864122530575,286.0952463663457,4.459714907689123E-4,-0.5666799403274729,-0.009412842699934308,-29.569235980035195,0.8261257752762577,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190127,2019-01-27,280.79060684574057,-8.312833080983551E-6,56.485713321215826,101338.79079842466,290.7988927818609,295.4281187024723,286.42374959379805,1.576122815638305E-4,-2.704380784793955,-2.321068303190874,-139.81416587607325,3.579899304745062,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190128,2019-01-28,279.9981996799161,-9.869039365392336E-6,52.3794214819339,101317.15938980314,290.95093273907156,296.3250921419806,285.4109049280348,4.4191051529196557E-7,-1.7648969091682676,-1.046895608914722,-149.39841682523362,2.0552879534926647,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190129,2019-01-29,281.3224032832812,-1.0843018920908662E-5,55.66744054656289,101065.54641822682,291.5188919575716,296.9496061078188,284.61791836191287,1.6811059708743414E-6,0.624258240018468,-0.187199059038865,-21.389687289546973,0.7840359505845289,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190130,2019-01-30,287.0301221335557,-8.261106573077258E-6,71.63984097100915,100702.40186479068,293.55295871022366,297.7166166840822,287.97373478901477,0.0014271401562317265,3.155617609466472,1.111417724823123,19.258356374145777,3.3498506767685936,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190131,2019-01-31,283.1924362291858,-8.36195467938194E-6,63.994565831674265,100714.81675414336,291.4736860879007,296.59696558879136,286.77688887029166,0.0012024568974169528,-3.5732621577187498,-2.397729800010555,-146.72069091511074,4.326229240050667,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190201,2019-02-01,281.52872378045976,-7.1578621378921644E-6,62.751424127554706,101048.89370775313,290.09589623112237,295.2947898047623,286.04343085054137,2.5868415605145856E-6,-4.8782181879999795,-3.0594692521534066,-148.03676017190202,5.793465264138824,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190202,2019-02-02,280.2519008793781,-7.12665259696219E-6,57.17233754127358,101028.43949898877,290.10226324488525,295.3712435325806,285.28549213562354,0.0,-4.228820319392381,-3.2427852340853365,-142.73376840704753,5.349729018453551,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190203,2019-02-03,279.3968621429117,-7.840410570474287E-6,48.409022724774694,100976.27941321237,291.2627869162136,296.954587477589,285.85335099437657,0.0,-4.492203556112134,-3.618389356951079,-141.41544223762915,5.786390649325448,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190204,2019-02-04,278.5902570074139,-9.137900871035878E-6,39.390916946405795,100930.45522205521,292.53034610974055,298.08022929494183,287.2449359959343,1.714922575501987E-6,-2.90844311300877,-2.888153128243439,-135.4544661847793,4.105439052373855,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190205,2019-02-05,284.1404045202569,-1.0802608535690117E-5,59.82416618954232,100759.91029123116,293.38084629666207,298.94593810707426,286.6299040992099,5.055784880527529E-6,2.820387180090951,-0.4287107511074681,-8.561300782171795,2.858394576987757,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190206,2019-02-06,274.49722754896123,-1.0632067590200885E-5,25.942398946610634,100449.11453448658,291.53047579124075,296.52560596531606,286.0665578066551,4.351138045421976E-7,4.59243841337857,-2.3804795719276366,-26.63133551926172,5.220263207843628,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190207,2019-02-07,272.0058572666478,-7.831281735663135E-6,25.008433259795883,100495.80355880407,289.25391761689474,292.919810697112,284.9200205764683,5.169004907656927E-6,4.693919932036603,-2.11310188722046,-23.813596947538063,5.159086936231886,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190208,2019-02-08,269.2530328372637,-1.0343841022362701E-5,4.606328904356646,100796.46741920525,291.19357718926165,297.3307352623169,285.7575373829844,2.1150274278625147E-6,-0.7850005363589618,-3.0783372616758773,-104.22338746455047,3.1924356403096437,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190209,2019-02-09,273.44684075744794,-1.0274696355325008E-5,23.185899395913157,101066.52134808883,291.11408389638785,296.8726861272071,285.3975137817627,8.583068833445395E-7,-1.3923415751710286,-1.4597380571849654,-130.61037695068057,2.0482712774414527,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190210,2019-02-10,276.82076173121794,-1.2704142903266867E-5,33.58092398049557,100923.3051425952,292.097149215704,297.7860255967846,284.48997406888526,1.004382327959995E-6,0.4728159203516612,-0.9492187303366115,-62.56859341441122,1.1005886711259194,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190211,2019-02-11,275.8582788396764,-1.1034000890045709E-5,21.92633336411686,100861.16418182035,293.81522216592964,299.57767107942806,287.2185392073886,2.5079184649673195E-6,-4.154788255782564,-2.610287562541809,-148.28902428830324,4.932392281429261,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190212,2019-02-12,279.3327641554486,-9.052687189099031E-6,35.85307342941183,100774.2982574381,294.086557266684,299.54265514954943,289.2244073227646,8.52346317969932E-7,-5.720186557602271,-4.290918086584673,-143.2133224247279,7.1960299160998975,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190213,2019-02-13,282.13232341546404,-1.0653176268387718E-5,49.31949582421223,100730.11366139715,293.7888393758952,299.44807967833776,288.695210757261,0.0,-0.6583322318922977,-2.607267437294358,-100.34983686920447,2.7415517992581915,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190214,2019-02-14,285.1901702276392,-1.1679610627663894E-5,65.13868888215238,100622.49299720043,293.2082717847441,298.67385719185694,287.1879407745046,9.782867447963774E-7,1.5848609397046298,0.11527042672942729,4.932295101236359,1.635923401836424,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190215,2019-02-15,281.3064429802766,-1.2719083936375065E-5,47.12570214874347,100722.21028142452,293.4675314860653,299.74020822706353,286.635193337553,8.52346317969932E-7,-0.3206487708803621,-1.508392464072252,-99.28294601871946,1.6824860779566573,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190216,2019-02-16,280.79569548147686,-1.3073463810880891E-5,43.100417841180764,100770.80004220955,293.88259937800524,300.16136675547347,286.6781531090316,4.351138045421976E-7,0.09677860380903192,-0.3774928748038671,-59.622597957930196,0.5579722840238176,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190217,2019-02-17,285.1472144838779,-1.179152635728379E-5,60.259804335466434,100453.23428159452,294.2874594867205,300.1373786500229,288.1438707447816,1.178731062243621E-4,3.7096371710778366,0.19352739236881908,2.8892579935524543,3.716057345784027,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190218,2019-02-18,289.1958964261538,-5.97487757449707E-6,77.18737635307009,100084.54344920086,294.44279986494786,297.6447218745298,291.8861518206602,8.646269107039984E-4,5.89209439837327,0.6337822108106695,6.143996327420316,5.92809029986982,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190219,2019-02-19,291.1867675642877,-8.865081064268637E-6,81.66314984471407,100250.83804257201,295.40424310000355,299.02112363485395,291.6632340618015,4.0747529342517703E-4,3.404936955420285,0.7546908140819731,12.487048152969694,3.4928137873071443,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190220,2019-02-20,291.3989093448424,-7.767065483938053E-6,84.36029666206746,100427.37454993854,294.9960411125669,298.5351252255434,290.92569927552034,9.98194438018816E-4,2.19891883308262,2.8068937236637317,51.90156237170542,3.5719933653700893,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190221,2019-02-21,287.2052519733826,-1.1648736397532018E-5,68.95263799544534,100775.95850336483,294.3461452344302,299.0182246724901,288.55775416703017,2.5156556417613824E-4,0.11764457982293788,-1.4456033825919845,-85.94199057260752,1.6457746295022009,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190222,2019-02-22,282.1345775527052,-1.4429096963826271E-5,49.11806865650151,100847.55780026967,293.8374217617097,298.6435198647322,286.90754157871453,1.7228238675670582E-6,-1.2585400817684653,-1.3414675558555575,-128.7295631828114,1.915645611040032,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190223,2019-02-23,282.3231705865499,-1.1694809694732842E-5,47.286018488612456,100645.87128037449,294.44738633416904,299.703227687674,289.5222343803134,9.329233476946449E-6,1.262773990813172,-1.6719998798100904,-52.201652146890794,2.1157660485520577,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190224,2019-02-24,286.44005569204575,-1.4360183793923392E-5,62.154305553361866,100304.42087308191,295.14456541477244,301.52696040351225,289.3767035834977,1.7105289771279786E-6,3.5185492254477864,-0.5205722119162765,-8.64794045706616,3.5597903281479453,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190225,2019-02-25,288.017493211208,-1.3160061208266694E-5,67.96740779486926,100107.45219747072,295.3849894183881,301.09470174511955,289.77153341439714,1.0548946410768469E-4,3.4705846982404633,0.34031901772853396,5.779041688094236,3.4885683892747137,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190226,2019-02-26,285.25023998728034,-1.2909079942412736E-5,56.62668331912577,99980.93257337454,295.22610282388143,299.19386802970473,290.8682048574756,1.4687540106959258E-4,0.9703438156385736,-0.6855345647632737,-41.32978639437143,1.379294703716905,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190227,2019-02-27,279.4267060577346,-1.4172048566122577E-5,35.56324329177055,100283.09507520164,294.24716010062747,300.21953655408964,288.51731456568695,8.576929893072422E-7,1.0636502944499129,-1.1177386574819823,-44.15608166957844,1.6124631223578827,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190228,2019-02-28,282.85118458570525,-1.2382444963477901E-5,50.66641871153441,100407.96521215154,294.1979082820525,299.80485167618053,287.6284249940415,5.591387180633327E-7,1.4578130575662902,1.3418890434442101,42.21419414233281,2.055258736407886,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190301,2019-03-01,283.44383460413,-9.027999506533608E-6,53.75037999861381,100235.22919537814,294.08124720444874,299.42351993416594,288.46858467023395,5.896528158656919E-4,-1.4716246627860048,-0.5253335985349032,-120.65193071603521,1.619428675640213,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190302,2019-03-02,286.7500494548772,-5.815325375275104E-6,71.25404909878235,99968.92651693455,293.36161816215724,298.5430583975705,288.50949890206635,0.002565601306682695,-0.9943841240159335,0.6683169924698517,79.17400483516217,1.4141162923544073,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190303,2019-03-03,285.17194565856374,-7.297687007398062E-6,69.37018426973388,100269.61827536598,292.2168032765252,296.8407749337702,288.0601669433873,4.537861243760872E-6,-3.8480110896730633,-3.477226152771435,-138.44276087172508,5.227244491250165,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190304,2019-03-04,285.83764578596055,-8.771627964579926E-6,69.25090720957229,100313.51596040203,292.9099371277589,297.4055160389187,287.9573714353511,1.7142489905340134E-5,0.6030852180166342,-1.304832292267638,-61.40565083603031,1.505582885589,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190305,2019-03-05,287.95427968147914,-1.0977046427403375E-5,73.1267308398033,100256.93754754165,294.1351315883245,299.14343026085817,288.6562475748488,2.8863500159357555E-6,3.5374873147842845,0.15798417708945658,2.623886601859421,3.54191779333592,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190306,2019-03-06,287.18685254289613,-1.4098333697584708E-5,67.26228867971633,100308.65529674228,294.71652614656136,300.2915649042643,290.14269430940504,2.025927468683946E-6,4.105992817159552,-0.35925836165290886,-5.054903485562601,4.122776348107348,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190307,2019-03-07,287.4578499337015,-1.2947448792271019E-5,69.05975594476158,100197.98535510483,294.5741060664064,299.89356617419577,288.64544698708653,1.931219507875038E-7,3.5608777602968806,0.1989649765452341,3.1534143705343474,3.5669542475244347,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190308,2019-03-08,287.94843855701623,-1.5442590786619935E-5,67.33284135587304,100474.73794417,295.46188504516545,300.84981625459716,289.8939940899371,5.351705427663853E-6,1.6063485984904202,-1.1677631783822238,-39.318842304135885,2.081168654054708,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190309,2019-03-09,286.14871354483614,-1.3465696300634898E-5,57.0842182370877,100567.5997924571,296.0193433503059,301.17067455344176,290.78110135571103,7.510874521480236E-6,-0.4386820125871142,-0.6794507014200676,-93.42870758637177,0.9132665149113197,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190310,2019-03-10,287.75969528177853,-8.11997446485444E-6,71.08669672057134,100308.7116157616,294.4097550360471,298.0427512805759,290.45928344202207,0.0011940752558721648,3.6715314216220496,0.4156817988886913,6.6040681624204085,3.6991604818449826,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190311,2019-03-11,282.86188619744007,-1.4307976489404444E-5,47.397328273275974,100515.90707461546,294.9605006945865,300.0948424268287,290.55170284022165,3.0152097511362133E-6,4.039326772292909,-0.07439322251315886,-1.3566746330146842,4.045294861101934,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190312,2019-03-12,283.2219833695919,-1.3628317537116907E-5,46.63215479646615,100666.77807999385,295.4965877664049,300.2014004465914,289.40076258638607,2.4401971168941594E-5,1.1102337067069872,-0.80832368092211,-44.905169591862794,1.5199500495017184,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190313,2019-03-13,285.09741341298485,-1.3156841884560262E-5,59.753567882293204,100688.27943856787,294.3540928000573,298.9747382848943,289.8784206342314,3.3611412515345315E-5,2.2594123659538106,-0.805731431451996,-20.112298504198645,2.429913385305509,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190314,2019-03-14,284.99383286676044,-1.7225921130285757E-5,56.24952488061764,100805.57685405185,295.0564421442184,300.68761338783435,288.70470387392163,1.2806197560166765E-6,1.4408774260302086,-1.256342472398312,-44.39532232559854,1.9863865819699305,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190315,2019-03-15,280.4598687329607,-1.5131893061274259E-5,29.127072006360617,100843.99920260446,296.76064217149775,302.2802436736851,290.0077156337812,2.5888119239425578E-6,-2.25891997041298,-2.200985066032264,-130.92506551976487,3.224574714831342,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190316,2019-03-16,279.59497185598207,-1.4369298260176779E-5,23.80174714766101,100680.55930743483,297.12057001202004,302.424894522965,291.7006121326284,2.2272066653081264E-5,-2.1099625973812546,-1.904924496297119,-136.51357396019563,2.857075605842127,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190317,2019-03-17,280.5560139506407,-1.9536354414476473E-5,25.1156643290051,100544.19080610595,297.7794111549696,303.757980153323,290.4020070953194,2.442515999307981E-9,0.668110354067761,-1.1050740804049564,-60.12516054840255,1.3934975761260968,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190318,2019-03-18,281.5096940626483,-1.908195910992406E-5,28.142886650459964,100424.44540068517,298.0368301330426,304.62367761203376,291.4326590311896,1.7046928064701206E-6,2.932554562522419,0.4659561992101241,9.310367305356575,2.98139147369088,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190319,2019-03-19,289.78791275548764,-1.4643156570291737E-5,69.61500372491577,100090.95909176329,296.7764618987571,302.02080317952783,292.70207868053876,2.0220273719801655E-6,5.846728349287305,0.885983661551109,8.673715723550723,5.916935864019759,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190320,2019-03-20,290.3313113515182,-1.567768509486927E-5,72.26799979264442,100111.94616303037,296.70967139921004,302.2441051675418,292.7889245515016,2.01166316865337E-6,3.68283106471437,0.10050752805634827,1.5922302561228603,3.6872359070578438,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190321,2019-03-21,288.0929761255183,-1.868295106174848E-5,59.74123335882855,100414.27896203227,297.35249245298786,303.8590750743433,291.70288870615923,2.1179551766052057E-7,1.7049654217429087,-0.39704822019203423,-17.422984096447184,1.8142828009916023,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190322,2019-03-22,285.5417694799679,-1.940612150740224E-5,43.21688487971195,100547.36276090135,298.60188595763424,305.30271793640765,291.4960696448711,2.6878383536410655E-6,1.7326603066880266,-0.6161339396782257,-25.691282124223022,1.9313554614328143,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190323,2019-03-23,288.43719528011803,-1.658381628729232E-5,54.238009437383596,100412.35117452241,298.9624531095198,304.9830358642892,294.0868670626331,3.4533813303233287E-6,4.396442352883365,-0.27622449757625883,-3.3625819295148047,4.413621962757597,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190324,2019-03-24,286.0023336931239,-1.8123136815974507E-5,35.744196138828876,100368.69692015524,300.7811685811931,307.0786076225639,294.71041916763113,5.252013704609494E-7,2.691354167511463,-2.652108931277444,-44.50415888439482,3.779974923726012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190325,2019-03-25,285.09094828692685,-2.17336413404133E-5,33.42794436098501,100412.74549733463,300.40252108390035,307.2019519609274,293.30914780309797,0.0,2.0122352557220546,-0.9808815452332443,-25.82844648399373,2.247053814642986,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190326,2019-03-26,286.27764380310447,-2.1850353001242436E-5,36.93265904309529,100498.07639839721,300.7831322231925,307.6540321631939,293.83054640639966,0.0,1.8542796867227864,-0.06798469929259982,-1.0778848869757462,1.8958356790066644,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190327,2019-03-27,286.22875416738583,-1.7547909541638033E-5,37.0363823285443,100464.95591933346,300.71038623182034,307.46541376102965,295.03372350236117,1.2814997489840607E-6,5.452350981320166,-0.24176155810776714,-2.393785244424203,5.463910118581135,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190328,2019-03-28,290.27744022586404,-1.961342989198249E-5,56.40438274314711,100256.96350792132,300.30443219494026,308.0275596616467,294.59332404295054,0.0,5.1975859991236,-0.26908219283935253,-2.8430144411283313,5.210393107322082,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190329,2019-03-29,288.34779268987927,-1.8925893836295214E-5,40.127638647066576,100020.16358148982,302.11843580105415,309.16484705716334,296.1600327617387,2.151657099602744E-6,5.395002349090281,-1.0146499901793757,-10.571671581830806,5.493296065790894,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190330,2019-03-30,284.9559174516173,-2.5978776490804395E-5,26.52742596525323,100032.8695330771,301.85460947960934,310.23898321219457,295.1243900373356,8.318719437738764E-7,3.60532354489225,-0.5150989382810474,-8.594282601351507,3.6580886910778347,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190331,2019-03-31,286.51668164783786,-2.581479244162451E-5,35.32269650714234,100082.44076620821,301.392461451195,309.27266565521694,293.52579001462743,0.0,2.5399750683679985,-0.07826817895948274,-1.8321654062329065,2.5509105969207115,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190401,2019-04-01,289.6228890901486,-2.2873776264217724E-5,49.54488880200471,100086.90519326906,301.22756466568774,309.70465663372437,294.54172871339495,1.7254541830880044E-6,2.9986466156157343,0.706061297083866,13.796118005063928,3.087938043308095,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190402,2019-04-02,292.4907698032282,-2.059166487423705E-5,63.38435084897727,99983.07465035409,300.91236910796346,308.1052350069377,295.14874219075097,1.7111132706304488E-6,3.11818440900863,1.430342948860046,25.361108808207394,3.4419588270716965,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190403,2019-04-03,291.07450098734694,-2.2831987997651413E-5,51.009469809878,99931.39974666794,302.34232293107493,310.11519228224086,295.08307571782547,8.52346317969932E-7,3.7623271279409654,0.04670957118875881,0.5949144139241871,3.7670627922429865,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190404,2019-04-04,290.7796519200462,-2.4145607921088967E-5,48.98329961406168,99936.21710692148,302.5134930088119,310.08445792181794,296.0545421045397,8.523463748133508E-7,3.889057138303892,0.8918488121251199,12.984680140857513,3.994754604131231,"{""type"":""MultiPoint"",""coordinates"":[]}"
